0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
4.58760404586792,-1.5208748218468209,1.9479897657977503,4.305420084590576,-1.5620892683612269,-0.18864995638002569,-0.09408958648908194,0.6844766525216159,0.4387521918787589,0.9994024607647618,0.03242369065499166,-0.008548221416377661,0.008387706019224209,1.0,0.0
4.617068290710449,-1.5195066046765824,1.9378827253924769,4.310809298152588,-1.5800569693194788,-0.1578152815448206,-0.11131687283338952,0.6844729455758007,0.4434738041335754,0.9994582116614662,0.031880284557651184,0.0005182691941876778,0.008164679787325492,1.0,0.0
4.6644368171691895,-1.5132477705231686,1.9244397322284144,4.315874262447021,-1.6061094442950647,-0.11006099382509404,-0.14058325305117184,0.6840268663698483,0.4474642823864613,0.9993626750690966,0.03176485862090631,0.014159916500817967,0.008045756659424906,1.0,0.0
4.693728923797607,-1.508259580736496,1.9173463026629847,4.31823651372876,-1.6197741667376917,-0.08225375810732061,-0.1592230208697767,0.6830268440191877,0.4483446386204656,0.9992099448530467,0.032542416965829546,0.021287363855348955,0.008205202306075835,1.0,0.0
4.699578285217285,-1.5075525802424927,1.9172819296466272,4.31821267187085,-1.6185010115252894,-0.07795411745180303,-0.16312153058542234,0.6823132047173274,0.4479876354017203,0.9991954889823627,0.033307869129717546,0.020731739254366357,0.008315986942245201,1.0,0.0
4.740584850311279,-1.5058647108129044,1.9168227354632776,4.320460005397461,-1.6135366598712366,-0.045574490224019826,-0.19124616208105188,0.6754801738593548,0.44682681843663175,0.999080571151058,0.03756843206044545,0.018466226834652603,0.00925330900201484,1.0,0.0
4.779818534851074,-1.5005993408015748,1.905569855366842,4.328419848079346,-1.607624355946676,-0.014414135609762013,-0.21899116065753818,0.6714967818389642,0.4493805005516384,0.9989564063691752,0.041736732981624114,0.015836976581070496,0.009660924737014243,1.0,0.0
4.7859907150268555,-1.4893154141357918,1.8587034384356897,4.360267325038574,-1.5970771948443812,-0.013028923665181935,-0.22570091586213187,0.6849820341112739,0.4680704090126076,0.998940528499208,0.04409283164681529,0.010528144085269999,0.007924701963384798,1.0,0.0
4.778919696807861,-1.4903596502593537,1.8501089254962366,4.366248770351074,-1.5908239523517054,-0.02212840715517217,-0.22171441258468885,0.6883616333868195,0.47386868549064565,0.9989391300842824,0.0450476590691687,0.0071916759382218455,0.0062930593549180664,1.0,0.0
4.773279190063477,-1.4914564055255433,1.8609455267535608,4.35316435872998,-1.5844066778766077,-0.028845135365621388,-0.21833650873811097,0.6872770509905635,0.46911426434677406,0.9989427475862172,0.04556493179973794,0.00394810619838576,0.004651504319092042,1.0,0.0
4.759560585021973,-1.4874947381070633,1.8672755400287073,4.341898127193115,-1.5784242788897913,-0.04180747667421514,-0.20979025783485863,0.690450013636024,0.46357133410649054,0.9989708527271549,0.04514877312641053,0.0009204126839004052,0.004239873494836393,1.0,0.0
4.723212242126465,-1.4752059143832703,1.8580129782306116,4.341012163753174,-1.5701940695392054,-0.07385903993715459,-0.1853867724133939,0.7043151039493407,0.4610381539922269,0.9990571516374619,0.042966634873261564,-0.003415879020119567,0.005196904870125024,1.0,0.0
4.693907737731934,-1.4604988631657143,1.8476656118976038,4.342360659236572,-1.5614154974566858,-0.09692174593080694,-0.16583858712048588,0.7165983168000686,0.45735570562833233,0.999143749800916,0.03988043983348634,-0.007969533774505128,0.00760291285423862,1.0,0.0
4.674693584442139,-1.4452541184476395,1.8335068861590784,4.348400755519531,-1.5494945685016077,-0.11114579836000615,-0.15284634946978531,0.7281071553880065,0.45468481884499995,0.9991452011123556,0.03721464539234344,-0.014489165791441164,0.010677140869202493,1.0,0.0
4.64407205581665,-1.4322996747544785,1.8244803587542933,4.354375048274658,-1.5347464720355433,-0.1319964567767542,-0.13202957169726284,0.7383168954243307,0.4505566809406084,0.9991222468031206,0.03218935966582457,-0.022555002798913842,0.014486300981587026,1.0,0.0
4.612298488616943,-1.425855667596199,1.8481114546405237,4.339162512416504,-1.5227821508990687,-0.1495431105243128,-0.11023660350285673,0.7377785459279691,0.4327332754972004,0.9990417815258362,0.024760002466598117,-0.029703165915996085,0.020498365254434586,1.0,0.0
4.613152027130127,-1.4255769711783906,1.8734143416034144,4.328691168422363,-1.5107696692096155,-0.1379030386554163,-0.112686198575984,0.730006717976252,0.41758183660633513,0.9987811719232634,0.0189178096601026,-0.03639360697319566,0.02745528110831883,1.0,0.0
4.6300368309021,-1.4084153783372422,1.8222640196429651,4.367824240321777,-1.5007575193988245,-0.11737329164613897,-0.12487387719253562,0.7456054073941458,0.4329784362156235,0.9985492785621171,0.016914509264727925,-0.041206665297867866,0.03025307247931022,1.0,0.0
4.623372554779053,-1.3809823852828522,1.7635510603534144,4.400842829341553,-1.494218651448385,-0.12117988268007451,-0.1188213306488382,0.7696287330805065,0.44655078682121596,0.9984098884266067,0.015405076381208239,-0.04480822653372881,0.03053851909575516,1.0,0.0
